Type Mission;Mission;Code Mission;Programme;Libellé Programme;Action;Libellé Action;Sous Action;Libellé SousAction;Catégorie;Code Titre;AE  PLF;CP PLF;AE Prev FDC/ADP;CP Prev FDC/ADP;Ministère
BG;Agriculture, alimentation, forêt et affaires rurales;AC;206.0;Sécurité et qualité sanitaires de l'alimentation;04;Actions transversales;;;31.0;3;24046775.0;30326860.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Défense;DA;144.0;Environnement et prospective de la politique de défense;03;Recherche et exploitation du renseignement intéressant la sécurité de la France;31;Renseignement extérieur;31.0;3;230879316.0;237770943.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;205.0;Affaires maritimes, pêche et aquaculture;07;Pêche et aquaculture;;;32.0;3;7064000.0;7064000.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;02;Fiscalité des PME;;;21.0;2;934019553.0;934019553.0;0.0;0.0;Budget et comptes publics
BG;Sécurités;SB;152.0;Gendarmerie nationale;05;Exercice des missions militaires;01;Exercice des missions militaires - hors administration centrale et cabinet;23.0;2;698573.0;698573.0;0.0;0.0;Intérieur
CAS;Pensions;YD;741.0;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;01;Fonctionnaires civils relevant du code des pensions civiles et militaires de retraite;;;31.0;3;200000.0;200000.0;0.0;0.0;Budget et comptes publics
BG;Défense;DA;146.0;Équipement des forces;08;Projection - mobilité - soutien;45;Assurer la mobilité - HIL;51.0;5;76000000.0;164761738.0;0.0;0.0;Armées et anciens combattants
BG;Agriculture, alimentation, forêt et affaires rurales;AC;215.0;Conduite et pilotage des politiques de l'agriculture;03;Moyens des directions régionales de l'alimentation, de l'agriculture et de la forêt, des directions de l'alimentation, de l'agriculture et de la forêt et directions départementales des territoires (et de la mer);;;31.0;3;7550806.0;7755044.0;2217449.0;2217449.0;Agriculture, souveraineté alimentaire et forêt
BG;Culture;CB;175.0;Patrimoines;09;Patrimoine archéologique;;;32.0;3;99545225.0;99545225.0;0.0;0.0;Culture
BG;Écologie, développement et mobilité durables;TA;203.0;Infrastructures et services de transports;42;Voies navigables;;;32.0;3;253740609.0;253740609.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Justice;JA;101.0;Accès au droit et à la justice;06;Subvention au fonds de financement des dossiers impécunieux;;;62.0;6;54000000.0;54000000.0;0.0;0.0;Justice
BG;Défense;DA;212.0;Soutien de la politique de la défense;62;"Politique culturelle et éducative - gestion et communication des archives historiques de la défense - Personnel travaillant pour l'action ""Politique culturelle et éducative""";;;21.0;2;26236878.0;26236878.0;0.0;0.0;Armées et anciens combattants
BG;Action extérieure de l'État;AA;185.0;Diplomatie culturelle et d'influence;05;Agence pour l'enseignement français à l'étranger;;;32.0;3;440828726.0;440828726.0;0.0;0.0;Europe et affaires étrangères
BG;Défense;DA;146.0;Équipement des forces;06;Dissuasion;24;Assurer la crédibilité technique de la dissuasion – SNLE 3G;64.0;6;230000000.0;14907946.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;203.0;Infrastructures et services de transports;42;Voies navigables;;;62.0;6;1879024.0;1879024.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;11;Pilotage et mise œuvre des politiques du sport, de la jeunesse, de l'éducation populaire et de la vie associative;;;21.0;2;142219727.0;142219727.0;0.0;0.0;Éducation nationale
BG;Justice;JA;310.0;Conduite et pilotage de la politique de la justice;04;Gestion de l'administration centrale;;;32.0;3;29335001.0;29335001.0;0.0;0.0;Justice
BG;Santé;SA;204.0;Prévention, sécurité sanitaire et offre de soins;19;Modernisation de l'offre de soins;;;21.0;2;700000.0;700000.0;0.0;0.0;Santé et accès aux soins
BG;Conseil et contrôle de l'État;CA;165.0;Conseil d'État et autres juridictions administratives;03;Fonction juridictionnelle : Tribunaux administratifs;;;22.0;2;76631624.0;76631624.0;0.0;0.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;08;Personnels œuvrant pour les politiques de transport;;;22.0;2;222726201.0;222726201.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Économie;DB;220.0;Statistiques et études économiques;01;Infrastructures statistiques et missions régaliennes;;;21.0;2;75366692.0;75366692.0;207353.0;207353.0;Économie, finances et industrie
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;84;Opérer en milieu hostile - MAST-F;64.0;6;0.0;73956.0;0.0;0.0;Armées et anciens combattants
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;01;Enseignement en collège;;;22.0;2;5802508230.0;5802508230.0;0.0;0.0;Éducation nationale
BG;Enseignement scolaire;EC;143.0;Enseignement technique agricole;01;Mise en oeuvre de l'enseignement dans les établissements publics;;;23.0;2;6072538.0;6072538.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Justice;JA;166.0;Justice judiciaire;08;Support à l'accès au droit et à la justice;;;22.0;2;5399518.0;5399518.0;0.0;0.0;Justice
BG;Transformation et fonction publiques;TR;148.0;Fonction publique;01;Formation des fonctionnaires;;;21.0;2;275790.0;275790.0;0.0;0.0;Fonction publique, simplification et transformation de l'action publique
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;13;Personnels en situations diverses;;;22.0;2;46876629.0;46876629.0;0.0;0.0;Éducation nationale
BG;Travail, emploi et administration des ministères sociaux;TB;155.0;Soutien des ministères sociaux;07;Fonds social européen - Assistance technique;;;21.0;2;0.0;0.0;3200000.0;3200000.0;Travail et emploi
BG;Culture;CB;175.0;Patrimoines;01;Monuments Historiques et patrimoine monumental;;;63.0;6;112585609.0;114606912.0;0.0;0.0;Culture
BG;Économie;DB;343.0;Plan France Très haut débit;01;Réseaux d'initiative publique;;;63.0;6;0.0;200145100.0;0.0;0.0;Économie, finances et industrie
BG;Régimes sociaux et de retraite;RB;198.0;Régimes sociaux et de retraite des transports terrestres;04;Régime de retraite du personnel de la RATP;;;64.0;6;902493070.0;902493070.0;0.0;0.0;Budget et comptes publics
BA;Contrôle et exploitation aériens;XC;612.0;Navigation aérienne;01;Soutien et prestations externes de la Navigation aérienne;;;52.0;5;500000.0;500000.0;0.0;500000.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;16;Coordination de la politique numérique;;;64.0;6;800000.0;800000.0;250000.0;250000.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;27;Commission de régulation de l'énergie (CRE);;;31.0;3;4968545.0;7529215.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Solidarité, insertion et égalité des chances;SE;304.0;Inclusion sociale et protection des personnes;14;Aide alimentaire;;;32.0;3;3515958.0;3515958.0;0.0;0.0;Solidarités, autonomie et égalité entre les femmes et les hommes
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;89;Opérer en milieu hostile - Frégates de taille intermédiaire;51.0;5;1824000000.0;337384851.0;0.0;15300000.0;Armées et anciens combattants
CCF;Prêts et avances à divers services de l'État ou organismes gérant des services publics;ZB;824.0;Prêts et avances à des services de l'État;01;Prêts et avances au budget annexe « Contrôle et exploitation aériens »;;;71.0;7;73164171.0;73164171.0;0.0;0.0;Économie, finances et industrie
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;07;Aide à l'insertion professionnelle;;;64.0;6;3245215.0;3245215.0;0.0;0.0;Éducation nationale
BG;Sécurités;SB;161.0;Sécurité civile;11;Prévention et gestion de crises;;;61.0;6;50000.0;50000.0;0.0;0.0;Intérieur
BG;Administration générale et territoriale de l'État;AB;216.0;Conduite et pilotage des politiques de l'intérieur;01;État-major et services centraux;;;22.0;2;281315262.0;281315262.0;0.0;0.0;Intérieur
BG;Défense;DA;212.0;Soutien de la politique de la défense;61;Action sociale, chômage et pensions;02;Reconversion des personnels militaires - Chômage;23.0;2;132631094.0;132631094.0;0.0;0.0;Armées et anciens combattants
CAS;Contrôle de la circulation et du stationnement routiers;YE;751.0;Structures et dispositifs de sécurité routière;02;Centre national de traitement;;;53.0;5;15000000.0;15000000.0;0.0;0.0;Intérieur
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;17;Recherche;;;23.0;2;367714.0;367714.0;0.0;0.0;Enseignement supérieur et recherche
BG;Justice;JA;310.0;Conduite et pilotage de la politique de la justice;01;État major;;;64.0;6;310000.0;310000.0;0.0;0.0;Justice
BG;Justice;JA;310.0;Conduite et pilotage de la politique de la justice;09;Action informatique ministérielle;;;23.0;2;834061.0;834061.0;0.0;0.0;Justice
BG;Recherche et enseignement supérieur;RA;172.0;Recherches scientifiques et technologiques pluridisciplinaires;12;Diffusion, valorisation et transfert des connaissances et des technologies;;;32.0;3;175295920.0;175295920.0;0.0;0.0;Enseignement supérieur et recherche
BG;Transformation et fonction publiques;TR;368.0;Conduite et pilotage de la transformation et de la fonction publiques;01;Accompagnement des transformations des ressources humaines (DGAFP/CISIRH);;;22.0;2;12331550.0;12331550.0;0.0;0.0;Fonction publique, simplification et transformation de l'action publique
BG;Écologie, développement et mobilité durables;TA;205.0;Affaires maritimes, pêche et aquaculture;02;Emplois et formations maritimes;;;64.0;6;210000.0;210000.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Recherche et enseignement supérieur;RA;193.0;Recherche spatiale;06;Moyens généraux et d'appui à la recherche;;;53.0;5;46956336.0;46956336.0;0.0;0.0;Économie, finances et industrie
BA;Contrôle et exploitation aériens;XC;614.0;Transports aériens, surveillance et certification;04;Enquêtes de sécurité aérienne;;;52.0;5;1180982.0;1180981.0;50000.0;50000.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Culture;CB;131.0;Création;01;Soutien à la création, à la production et à la diffusion du spectacle vivant;;;62.0;6;100898887.0;101553155.0;0.0;0.0;Culture
BG;Culture;CB;131.0;Création;02;Soutien à la création, à la production et à la diffusion des arts visuels;;;32.0;3;53115258.0;53115258.0;0.0;0.0;Culture
BG;Direction de l'action du Gouvernement;DC;308.0;Protection des droits et libertés;02;Commission nationale de l'informatique et des libertés;;;62.0;6;15000.0;15000.0;0.0;0.0;Services du Premier ministre
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;08;Gestion des fonds déposés;;;22.0;2;22684254.0;22684254.0;0.0;0.0;Budget et comptes publics
BG;Recherche et enseignement supérieur;RA;231.0;Vie étudiante;04;Pilotage et animation du programme;;;53.0;5;2881461.0;2881461.0;0.0;0.0;Enseignement supérieur et recherche
BG;Sécurités;SB;161.0;Sécurité civile;13;Soutien aux acteurs de la sécurité civile;;;32.0;3;9494300.0;9494300.0;0.0;0.0;Intérieur
BG;Agriculture, alimentation, forêt et affaires rurales;AC;215.0;Conduite et pilotage des politiques de l'agriculture;01;Moyens de l'administration centrale;;;22.0;2;54220677.0;54220677.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Solidarité, insertion et égalité des chances;SE;304.0;Inclusion sociale et protection des personnes;21;Allocations et dépenses d'aide sociale;;;61.0;6;36576000.0;36576000.0;0.0;0.0;Solidarités, autonomie et égalité entre les femmes et les hommes
BG;Agriculture, alimentation, forêt et affaires rurales;AC;149.0;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;23;Appui au renouvellement et à la modernisation des exploitations agricoles;;;61.0;6;5338434.0;5338434.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;02;Fiscalité des PME;;;31.0;3;77860000.0;88883333.0;700000.0;700000.0;Budget et comptes publics
BG;Outre-mer;OA;123.0;Conditions de vie outre-mer;09;Appui à l'accès aux financements bancaires;;;62.0;6;0.0;2000000.0;0.0;0.0;Outre-Mer
BG;Transformation et fonction publiques;TR;148.0;Fonction publique;02;Action sociale interministérielle;;;31.0;3;134331222.0;134497158.0;6000000.0;6000000.0;Fonction publique, simplification et transformation de l'action publique
BG;Défense;DA;146.0;Équipement des forces;06;Dissuasion;22;Assurer la crédibilité opérationnelle de la dissuasion - soutien et mise en oeuvre des forces - toutes opérations;64.0;6;21986660.0;19273041.0;0.0;0.0;Armées et anciens combattants
BG;Solidarité, insertion et égalité des chances;SE;304.0;Inclusion sociale et protection des personnes;18;Aide à la vie familiale et sociale des anciens migrants dans leur pays d'origine (AVFS);;;61.0;6;1158764.0;1158764.0;0.0;0.0;Solidarités, autonomie et égalité entre les femmes et les hommes
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;59;Frapper à distance - RAFALE;51.0;5;915137200.0;1430651038.0;0.0;60900000.0;Armées et anciens combattants
BG;Justice;JA;166.0;Justice judiciaire;07;Formation;;;21.0;2;90853898.0;90853898.0;0.0;0.0;Justice
BG;Sécurités;SB;207.0;Sécurité et éducation routières;01;Observation, prospective, réglementation et soutien au programme;;;64.0;6;800000.0;800000.0;0.0;0.0;Intérieur
BG;Transformation et fonction publiques;TR;148.0;Fonction publique;03;Appui et innovation des ressources humaines;;;31.0;3;27833945.0;27856203.0;0.0;0.0;Fonction publique, simplification et transformation de l'action publique
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;07;Établissements d'appui de la politique éducative;;;32.0;3;150087264.0;150087264.0;0.0;0.0;Éducation nationale
